"","V180","V35","V8","V143","V209","V151","V249","V74_HK","V16","V79","V236","V193","V81","WEIGHT1A","V164","V150","V118","V47","V213G","I_WOMPOL","V256","V145","V43_16","V43_08","RELATIVISM","V183","V220","V254","V72","V7_CO","V43_24","V219","V43_23","V221","V198","WEIGHT2A","V69","V57","V56","V159","V105","V28","V259","WEIGHT4B","V169","V71","V208","V257C","V48","V210","V42","V253CS","WEIGHT1B","I_TRUSTCOURTS","V12","V213N","V41","V192","EQUALITY","V204","V213H","V168","I_WOMJOB","V257B","V59","V142","V43_03","I_TRUSTPOLICE","V239","V91","V129","V263","V132","V32","V43_12","V213A","V43","V108","V89","V114","V19","V245","V144","WEIGHT2B","V4","V252B","V251","V121","V68","V213L","V39","V21","V133","V97","V202","V33","WEIGHTB","I_HOMOLIB","V157","V194","I_AUTHORITY","I_NATIONALISM","DEFIANCE","I_DEVOUT","COW","V116"
"46",1,2,1,4,2,1,-3,-4,1,1,1974,1,5,1,3,1,1,1,-4,0,1400,3,-4,-4,0,3,1,1,3,-4,-4,1,-4,6,1,1,1,-1,1,10,2,0,1,1,4,1,6,-4,1,2,2,10,1,1,2,-4,2,8,0.333332985639572,5,-4,1,0,-4,1,1,-4,0.660000026226044,19,6,3,-4,1,0,-4,-4,-4,1,1,6,1,6,4,1,1,-4,2,10,6,-4,2,2,4,2,1,0,1,0,10,1,0,0.330000013113022,0.109999999403954,0,360,6
"47",2,2,2,4,2,1,-3,-4,1,1,1956,2,6,1,1,4,7,4,-4,0.660000026226044,-4,2,-4,-4,0,2,1,1,2,-4,-4,2,-4,4,1,1,1,1,3,3,2,0,1,1,1,1,1,-4,4,3,2,7,1,1,1,-4,2,9,0.886667013168335,10,-4,5,1,-4,2,2,-4,0.660000026226044,25,9,2,1,4,0,-4,-4,-4,2,3,8,1,9,4,1,1,-4,3,8,8,-4,2,2,3,3,7,0,1,0.666666984558105,10,4,0.5,0.330000013113022,0.496666997671127,0.660000026226044,349,9
"48",-4,2,-4,1,1,3,-3,-4,1,1,-4,1,-4,0.660000026226044,3,1,10,4,-4,1,-4,3,-4,-4,0.0780000016093254,-4,-4,-4,4,1,-4,-4,-4,-4,1,0.660000026226044,-4,-4,-4,-4,-4,0,1,0.660000026226044,-4,2,1,-4,-4,1,-4,-1,1,0,2,-4,2,10,0.948000013828278,10,-4,-4,1.77964904969252e-43,-4,1,1,-4,0,17,9,4,-4,1,0,-4,2,-4,-4,-4,-1,1,-4,3,0.660000026226044,-4,5,4,10,-4,-4,2,2,3,3,10,0,0.8299999833107,1,-4,-4,0,0,0.202000007033348,1.77964904969252e-43,100,1
"49",1,2,1,1,1,2,1,-4,2,1,1978,1,2,1,2,3,1,3,-4,0.660000026226044,1400,1,-4,-4,0.333332985639572,1,1,2,1,-4,-4,1,-4,1,1,1,2,1,0,1,3,0,1,1,4,2,2,-4,2,3,2,-4,1,0,1,-4,1,10,0.773333013057709,10,-4,1,1,-4,2,1,-4,0,-2,3,3,-4,1,0,-4,-4,-2,1,2,-2,1,2,1,1,1,-4,2,3,5,2,2,2,1,2,-4,-2,0.915000021457672,1.77964904969252e-43,1,5,0,0,0,0,600,1
"50",-1,1,1,2,1,-1,1,-4,2,3,1964,2,-1,1,-1,-1,-1,-4,-4,1.77964904969252e-43,-4,-1,-4,-4,1.77964904969252e-43,-1,3,2,-1,-4,-4,3,-4,-1,-1,1,4,2,5,-1,4,0,1,0.660000026226044,-2,-1,-1,-4,2,-1,1,-4,1,1.77964904969252e-43,2,-4,2,1,1.77964904969252e-43,NA,-4,2,1,-4,-1,-1,-4,0,-3,4,4,-4,2,0,-4,-4,1,4,2,-1,1,1,-1,0.660000026226044,1,-4,4,-1,5,-4,1,1,4,3,-1,0,0.745000004768372,1.77964904969252e-43,-1,-1,1,0,0.553332984447479,0.660000026226044,750,1
"51",1,1,1,2,-2,1,-3,-4,1,1,1927,2,3,0.660000026226044,3,4,1,7,-4,0.330000013113022,220,2,-4,-4,1,-2,1,2,4,-4,-4,1,-4,5,4,1,1,1,7,9,4,1,1,1,3,1,9,-4,1,2,2,-4,1,0.330000013113022,2,-4,2,-2,0.330000013113022,7,-4,1,0,-4,2,2,-4,0.330000013113022,-3,10,3,-4,1,-5,-4,-4,-4,2,2,-2,1,-3,2,1,1,-4,2,-2,1,-4,2,1,1,-5,1,-4,1,0,10,-1,0,1.77964904969252e-43,0.0769999995827675,0,551,10
"52",-4,-4,1,-4,1,-1,1,-4,1,-4,1951,-4,-4,1,3,-1,-1,-4,-4,0,70,-4,1,1,1.77964904969252e-43,-4,-4,1,3,-4,-4,-4,-4,-4,-4,1,-4,-4,4,-2,-4,-4,1,0.660000026226044,-4,1,-4,-4,-4,-4,-4,4,1,1.77964904969252e-43,2,-4,-4,10,0,10,-4,-4,0,-4,-4,-4,-4,1.77964904969252e-43,-5,-4,-4,1,1,-4,1,-4,-4,-4,-4,-4,1,-4,-4,1,1,-4,2,-4,4,-4,2,1,-4,-1,-4,-4,0.8299999833107,1.77964904969252e-43,-2,1,0,0,0,0,645,-1
"53",2,2,2,2,1,1,-3,-4,1,2,1968,1,3,1,1,2,4,5,-4,0.330000013113022,220,2,-4,-4,1,1,2,1,2,-4,-4,2,-4,8,3,1,2,1,2,5,2,0,1,1,3,1,5,-4,1,1,2,-4,1,0.330000013113022,2,-4,2,10,0.553332984447479,6,-4,1,1,-4,2,3,-4,0.330000013113022,23,5,3,-4,2,0,-4,-4,-4,1,2,4,2,4,2,1,1,-4,2,5,3,-4,2,1,2,2,5,-5,1,0.444444000720978,5,3,0.5,0,0.27666699886322,0.330000013113022,432,7
"54",1,2,1,1,1,1,1,-4,1,1,1990,1,2,1,3,3,1,8,-4,0,220,1,-4,-4,0,1,1,1,4,-4,-4,1,-4,7,1,1,3,1,0,10,1,0,0.565064907073975,1,3,3,6,-4,1,4,2,-4,1,0,1,-4,2,10,0.333332985639572,10,-4,2,1,-4,3,1,-4,0,21,10,3,-4,4,0,-4,-4,-4,4,2,10,2,-3,2,1,1,-4,3,2,5,-4,2,2,4,2,1,-2,1,0,10,1,0.5,0,0.166666999459267,0,560,1
"55",1,2,2,2,2,1,1,-4,1,1,1956,1,4,1,3,4,6,8,-4,0.660000026226044,1400,2,-4,-4,0.333332985639572,3,2,1,4,-4,-4,2,-4,6,1,1,3,2,1,10,2,0,0.942960500717163,1,5,2,1,-4,4,2,2,20007,1,0.660000026226044,2,-4,2,8,0.773333013057709,8,-4,1,1,-4,1,3,-4,0.660000026226044,17,5,2,-4,-4,0,-4,-4,2,1,3,5,2,4,2,1,1,-4,1,7,5,-4,2,1,3,3,10,0,1,1,10,4,0.5,0.330000013113022,0.386667013168335,0.330000013113022,232,8
"56",2,2,1,2,2,2,1,-4,1,1,1986,-4,5,1,2,4,9,9,-4,0.660000026226044,80,1,-4,-4,0.666666984558105,1,1,1,3,-4,-4,2,-4,9,2,0.660000026226044,2,1,0,9,1,0,3.78139233589172,1,5,1,1,156048,2,2,1,-4,1,0,2,-4,2,3,0.60666698217392,10,-4,1,0.5,156524,2,3,-4,0,18,10,3,-4,1,2,-4,-4,2,3,5,-4,2,4,1,1,1,-4,1,9,7,-4,2,2,1,2,2,0,1,0.111111000180244,10,-4,0,0.330000013113022,0.219999998807907,0.330000013113022,710,8
"57",2,2,1,3,2,2,1,-4,1,2,1974,2,4,1,2,2,7,8,-4,0.660000026226044,220,3,-4,-4,1,2,2,2,2,-4,-4,2,-4,7,6,1,1,1,0,5,2,1,1,1,2,1,5,-4,1,3,1,-4,1,0.330000013113022,1,-4,2,7,0.496666997671127,3,-4,1,0.5,-4,1,3,-4,0.330000013113022,16,8,2,-4,3,2,-4,-4,-4,2,5,7,1,7,3,1,1,-4,1,5,5,-4,2,2,2,2,4,-2,1,0.333332985639572,5,3,0.5,0.330000013113022,0.386667013168335,0.330000013113022,800,8
"58",1,2,4,2,1,2,-3,-4,1,1,1929,1,5,1,1,3,7,8,2,0.660000026226044,1400,2,-4,-4,0,1,1,1,4,-4,-4,1,-4,-4,1,1,1,1,2,2,2,0,2.00499105453491,1,1,1,1,-4,4,2,2,-1,1,0.660000026226044,1,-4,2,10,0.773333013057709,1,3,4,1,-4,1,3,2,0,18,3,2,-4,1,0,-4,-4,-4,1,5,6,2,-3,2,1,1,-4,1,6,8,-4,2,2,4,2,9,0,1,0.888889014720917,9,2,0,0,0.219999998807907,0.660000026226044,20,3
"59",1,2,1,3,1,1,2,-4,1,1,1975,2,5,1,4,4,5,1,-4,0,220,2,-4,-4,0,3,1,1,3,-4,-4,1,-4,10,1,1,1,1,0,10,3,2,1,1,3,2,1,-4,1,2,2,-4,1,0.660000026226044,2,-4,2,5,0,10,-4,1,0,-4,2,4,-4,1,20,5,4,-4,4,0,-4,-4,-4,1,1,1,2,-3,3,1,1,-4,2,10,1,-4,2,2,3,1,1,0,1,0,10,4,0,0,0,0,439,5
"60",2,2,1,2,1,1,-2,-4,1,1,1974,1,3,1,3,4,9,5,-4,0.330000013113022,1230,2,-4,-4,0.666666984558105,1,1,2,3,-4,-4,2,-4,10,1,1,1,2,1,10,2,0,1,1,5,1,1,-4,4,1,2,-4,1,0.660000026226044,1,-4,2,9,0.663332998752594,6,-4,1,1,891011,1,3,-4,0.660000026226044,22,10,2,-4,2,0,-4,-4,-4,2,2,3,1,6,2,1,1,-4,2,8,7,-4,2,2,3,-1,7,-2,1,0.666666984558105,10,4,0,0,0.109999999403954,0.330000013113022,345,7
"61",1,2,1,2,2,1,-3,-4,1,1,1953,2,4,0.660000026226044,2,4,2,9,-4,0.660000026226044,158002,2,-4,-4,0,1,2,3,4,-4,-4,2,-4,7,8,1,1,1,4,3,2,0,0.433684080839157,1,5,3,1,-4,2,-4,2,-4,1,0.330000013113022,1,-4,2,2,0.439999997615814,4,-4,1,0,-4,2,2,-4,0.330000013113022,21,5,2,-4,2,0,-4,-4,-4,4,4,8,2,5,2,1,1,-4,4,9,5,-4,2,2,-1,3,2,0,1,0.111111000180244,8,4,1.77964904969252e-43,0.330000013113022,0.373270004987717,0.330000013113022,713,5
"62",-4,-4,1,-4,1,-1,2,-4,1,-4,1974,-4,-4,1,-1,-1,-1,-4,-4,0,70,-4,1,1,1.77964904969252e-43,-4,-4,2,3,-4,-4,-4,-4,-4,-4,1,-4,-4,3,1,-4,-4,1,0.660000026226044,-4,1,-4,-4,-4,-4,-4,3,1,1.77964904969252e-43,2,-4,-4,9,0,10,-4,-4,0,-4,-4,-4,-4,1.77964904969252e-43,-5,-4,-4,1,1,-4,1,-4,-4,-4,-4,-4,1,-4,-4,1,1,-4,2,-4,3,-4,2,1,-4,-1,-4,-4,0.8299999833107,1.77964904969252e-43,1,1,0,0,0,0,645,-1
"63",1,2,2,3,-1,2,1,-4,1,1,1966,2,6,0.660000026226044,3,2,4,4,-4,0.660000026226044,70,3,-4,-4,0,1,1,2,2,-4,-4,2,-4,8,1,1,2,1,2,10,2,0,1.28010177612305,1,3,3,1,-4,2,4,2,-4,1,1,2,-4,2,9,0.439999997615814,6,-4,1,0,-4,2,4,2,1,14,9,3,-4,1,0,-4,-4,-4,4,2,-1,1,-3,3,1,1,-4,2,2,3,-4,2,1,2,3,1,0,1,0,6,-1,0.5,1.77964904969252e-43,0.574580013751984,0.660000026226044,355,4
"64",2,2,1,3,1,2,-3,-4,1,1,1962,1,5,1,2,2,5,5,-4,0.660000026226044,781,2,-4,-4,1,1,1,2,2,-4,-4,2,-4,5,6,1,1,1,3,9,2,0,1,1,3,1,2,-4,1,2,2,-4,1,0.660000026226044,1,-4,2,10,0.439999997615814,9,-4,1,0,-4,3,3,-4,0.330000013113022,18,7,3,-4,2,0,-4,-4,-5,3,2,-4,1,2,3,1,1,-4,3,5,2,-4,2,2,3,3,2,-5,1,0.111111000180244,7,1,0.5,0,0.27666699886322,0.330000013113022,820,7
"65",3,2,1,2,1,1,-3,-4,1,1,1974,1,4,1,4,4,1,5,-4,0.660000026226044,1400,2,-4,-4,0,3,-2,2,1,-4,-4,-2,-4,2,8,1,3,1,1,9,1,0,1.27494299411774,1,1,2,1,-4,2,2,2,-4,1,1,2,-4,2,10,0.773333013057709,10,-4,4,1,-4,1,2,-4,1,14,-4,3,-4,2,0,-4,2,-4,1,2,5,2,1,2,1,1,-4,2,10,6,-4,2,2,2,3,4,0,1,0.333332985639572,10,5,0,0,0.333332985639572,1,160,2
"66",-1,1,1,-1,3,2,1,-4,1,1,1956,-4,2,1,2,4,6,3,-4,0.330000013113022,80,-1,-4,-4,0,-1,2,2,2,-4,-4,2,-4,8,10,1,1,1,2,10,3,0,0.157523959875107,1,-1,3,1,156020,3,4,1,-4,1,0.660000026226044,1,-4,2,5,0.330000013113022,6,-4,-1,0,156310,2,3,-4,0.330000013113022,13,7,-1,-4,2,0,-4,-4,2,1,2,-4,2,10,-1,1,2,-4,2,10,5,-4,2,2,3,3,-1,0,0.915000021457672,1.77964904969252e-43,10,-4,0,0.660000026226044,0.439999997615814,0.660000026226044,710,1
"67",1,1,3,1,2,4,-3,-4,1,1,1956,1,2,1,2,2,5,4,-4,0,220,-2,-4,-4,0.333332985639572,1,-2,-2,3,-4,-4,2,-4,-5,8,1,1,1,5,1,1,0,1,1,5,1,1,-4,1,1,2,-4,1,0.660000026226044,1,-4,2,10,0.109999999403954,10,-4,3,0,-4,1,3,-4,0.330000013113022,-3,10,3,-4,2,0,-4,-4,-4,1,1,10,1,-5,3,1,1,-4,-2,-5,1,-4,1,2,3,3,1,-5,1,0,3,5,0,0.330000013113022,0.109999999403954,0,432,9
"68",3,2,1,2,2,1,-3,-4,1,1,1950,1,5,1,2,4,1,3,-4,0,1400,2,-4,-4,0.333332985639572,3,1,2,3,-4,-4,-1,-4,7,1,1,1,1,3,4,4,0,0.806878924369812,1,4,1,1,-4,1,4,2,-4,1,0.660000026226044,2,-4,2,7,0.27666699886322,10,-4,1,0.5,-4,1,3,-4,0.660000026226044,18,10,4,-4,3,0,-4,-4,-4,4,3,-1,2,5,-1,1,1,-4,2,1,4,-4,2,2,3,3,3,0,1,0.222222000360489,10,-1,0,0.330000013113022,0.219999998807907,0.330000013113022,155,1
"69",1,2,2,3,1,2,-4,-4,1,1,1947,1,3,1,2,3,2,2,-4,0.330000013113022,-4,3,-4,-4,0,1,3,2,1,-4,-4,3,-4,3,1,1,2,1,2,7,4,0,1.08250999450684,1,2,2,1,-4,2,4,2,-4,1,0.330000013113022,1,-4,2,8,0.219999998807907,10,-4,1,0,724028,2,2,-4,0.330000013113022,14,6,3,-4,2,0,-4,-4,-4,-4,3,9,2,1,3,1,1,-4,2,7,5,-4,2,2,3,3,1,-2,1,0,7,4,0,0,0,0,230,3
"70",-2,2,1,-1,1,1,-3,-4,1,1,1978,1,4,1,-1,4,6,3,-4,0,220,-1,-4,-4,1,-2,1,1,1,-4,-4,1,-4,-1,4,1,1,1,0,10,4,0,3.0579981803894,1,3,3,1,-4,1,1,2,-4,1,1,2,-4,2,10,0,10,-4,1,0,-4,3,2,-4,1,22,-1,3,-4,1,0,-4,-4,-4,1,1,-1,2,4,4,1,1,-4,-1,7,6,-4,2,2,1,-1,1,-2,1,0,10,3,0.5,0,0.166666999459267,0,560,7
"71",-4,2,1,4,-4,1,1,-4,1,1,1974,1,5,0.660000026226044,3,4,10,8,-4,0.660000026226044,830,4,-4,-4,1.77964904969252e-43,-4,-4,2,4,-4,-4,-4,-4,9,-4,1,1,1,1,2,1,0,0.914510548114777,1,1,3,-4,-4,1,-4,2,604005,1,1,2,-4,2,7,0.886667013168335,NA,-4,4,1,604002,2,3,-4,1,25,9,4,1,4,0,-4,-4,-4,1,3,5,2,7,4,1,1,-4,1,10,7,-4,2,2,4,2,-4,0,0.915000021457672,1.77964904969252e-43,10,5,0,1.77964904969252e-43,0.0769999995827675,0,135,10
"72",2,2,2,3,1,1,-3,-4,1,1,-2,1,5,1,1,3,5,4,-4,0.330000013113022,780,2,-4,-4,1,2,1,1,1,-4,-4,1,-4,10,5,1,1,1,3,7,3,0,1,1,4,4,9,-4,1,1,2,-4,1,0.660000026226044,1,-4,2,10,0.109999999403954,9,-4,5,0,-4,2,3,-4,0.660000026226044,18,1,3,-4,2,0,-4,-4,-5,3,2,-4,1,3,3,1,1,-4,3,8,10,-4,2,2,3,3,2,-5,1,0.111111000180244,9,1,0,0,0.109999999403954,0.330000013113022,820,9
"73",1,2,1,1,2,1,1,-4,1,1,1959,1,4,1,3,4,6,7,-4,0.660000026226044,1400,4,-4,-4,0,1,1,1,2,-4,-4,1,-4,6,1,1,1,1,2,10,1,0,1,1,5,1,1,-4,1,1,2,2,1,1,1,-4,2,8,0.886667013168335,6,-4,1,1,-4,1,3,-4,1,21,7,2,-4,1,0,-4,-4,-4,1,3,5,1,7,2,1,1,-4,2,10,5,-4,2,2,2,3,5,0,1,0.444444000720978,1,3,0.5,0.330000013113022,0.386667013168335,0.330000013113022,360,6
"74",2,2,2,3,2,2,1,-4,1,2,1991,1,3,1,2,2,2,8,-4,1.77964904969252e-43,220,2,-4,-4,1,-2,2,2,4,-4,-4,1,-4,8,5,0.660000026226044,3,1,0,4,2,-2,1,1,3,2,9,-4,4,2,2,-4,1,0.330000013113022,2,-4,2,6,1.77964904969252e-43,3,-4,4,0,-4,2,2,-4,0.330000013113022,-2,5,2,-4,2,-2,-4,-4,-4,4,3,8,2,-3,3,0.660000026226044,2,-4,2,3,8,-4,1,1,2,2,4,-4,0.8299999833107,0.333332985639572,5,-1,0.5,0.330000013113022,0.27666699886322,0,551,6
"75",1,2,1,2,2,3,-3,-4,1,2,1963,1,5,1,3,3,1,6,-4,0,1400,1,-4,-4,0,3,1,1,3,-4,-4,2,-4,5,1,1,3,1,0,10,4,0,1.20284056663513,1,2,2,1,-4,1,1,2,3,1,1,2,-4,2,7,0.386667013168335,NA,-4,1,0.5,-4,3,2,-4,0.330000013113022,18,10,4,-4,2,0,-4,-4,-4,1,2,-1,2,10,2,1,1,-4,2,1,4,-4,2,1,1,3,-1,0,0.915000021457672,1.77964904969252e-43,10,4,0.5,0.330000013113022,0.386667013168335,0.330000013113022,290,1
"76",2,2,2,2,3,1,-3,-4,1,1,1972,2,2,1,3,4,7,7,-4,0.660000026226044,80,2,-4,-4,1,2,1,2,4,-4,-4,1,-4,10,5,1,1,1,2,10,3,0,1,1,1,3,1,-4,1,2,2,-4,1,0.330000013113022,1,-4,2,7,0.330000013113022,9,-4,5,0,-4,1,2,-4,0.660000026226044,20,8,2,-4,3,0,-4,-4,-5,3,2,-4,2,1,2,1,1,-4,2,6,7,-4,2,2,2,3,3,-5,1,0.222222000360489,6,5,0,0.660000026226044,0.330000013113022,0.330000013113022,820,8
"77",2,-4,1,1,1,1,-3,-4,1,1,1973,1,4,1,-4,1,5,10,-4,0,-4,1,-4,-4,0,1,1,2,2,-4,-4,1,-4,10,1,1,1,1,6,10,3,0,1.16016411781311,1,3,3,-4,-4,2,1,-4,-4,1,1.77964904969252e-43,2,1,-4,10,0.219999998807907,NA,-4,1,0,-4,2,2,-4,1.77964904969252e-43,-2,8,3,2,-4,0,-4,-4,-4,1,1,8,1,5,2,1,1,-4,2,10,6,-4,-4,1,1,3,-4,0,0.915000021457672,1.77964904969252e-43,10,-4,0,0,0,0,651,5
"78",3,2,1,2,2,2,-3,-4,1,1,1952,2,2,1,2,3,7,8,-4,1,-4,3,-4,-4,0,2,1,1,3,-4,-4,3,-4,8,1,1,2,2,3,1,3,0,1,1,3,1,1,-4,4,4,2,8,1,0.330000013113022,1,-4,2,4,1,1,-4,2,1,-4,1,2,-4,0.330000013113022,21,1,1,-4,2,0,-4,-4,2,4,2,6,2,3,2,1,1,-4,1,4,9,-4,2,2,2,2,10,0,1,1,10,5,1,0.330000013113022,0.553332984447479,0.330000013113022,385,8
"79",2,2,1,2,1,2,2,-4,2,2,1980,1,5,1,2,3,4,8,-4,0.660000026226044,220,2,-4,-4,1,3,1,2,3,-4,-4,1,-4,10,1,1,1,1,0,10,-1,0,0.123095512390137,1,5,1,1,-4,2,3,2,-4,1,0.330000013113022,1,-4,2,10,0.886667013168335,7,-4,2,1,-4,3,1,-4,0.330000013113022,17,6,3,-4,1,0,-4,-4,-4,1,3,6,1,10,2,1,1,-4,1,8,10,-4,1,2,3,1,4,1,1,0.333332985639572,10,4,0,0,0,0,560,5
"80",1,2,2,2,2,2,1,-4,1,1,1971,1,4,1,2,3,2,6,-4,0.660000026226044,158001,2,-4,-4,1,1,1,3,3,-4,-4,3,-4,8,6,1,1,1,2,8,2,0,1.70626950263977,1,5,1,5,-4,2,-4,2,-4,1,0.330000013113022,1,-4,2,8,0.773333013057709,5,-4,1,1,-4,1,3,-4,0.330000013113022,18,8,2,-4,2,0,-4,-4,-4,3,2,7,2,5,2,1,1,-4,2,7,7,-4,2,2,3,3,6,0,1,0.555555999279022,7,4,0,0.330000013113022,0.219999998807907,0.330000013113022,713,4
"81",-4,-4,1,-4,1,1,1,-4,1,-4,1980,-4,-4,1,3,4,2,-4,-4,0,720,-4,2,2,1.77964904969252e-43,-4,-4,2,2,-4,-4,-4,-4,-4,-4,1,-4,-4,0,10,-4,-4,1,0.660000026226044,-4,1,-4,-4,-4,-4,-4,4,1,1.77964904969252e-43,1,-4,-4,10,0,9,-4,-4,0,-4,-4,-4,-4,1.77964904969252e-43,-5,-4,-4,1,-1,-4,2,-4,-4,-4,-4,-4,2,-4,-4,1,1,-4,2,-4,3,-4,1,1,-4,3,-4,-4,0.8299999833107,1.77964904969252e-43,7,1,0,0,0.109999999403954,0.330000013113022,645,-2
"82",1,2,1,3,1,2,-3,-4,2,1,1958,1,5,1,1,3,5,1,-4,0.660000026226044,8000,3,-4,-4,1,1,1,1,1,-4,-4,1,-4,2,2,1,1,1,3,9,2,0,1,1,5,2,2,-4,3,1,2,-4,1,0.660000026226044,1,-4,1,9,0.773333013057709,9,-4,4,1,-4,2,3,-4,0.660000026226044,10,8,3,-4,3,0,-4,-4,-4,4,3,2,1,5,3,1,1,-4,2,2,9,-4,2,1,3,3,2,0,1,0.111111000180244,9,4,0.5,0,0.166666999459267,0,800,8
"83",1,-4,1,1,1,1,-3,-4,1,1,1964,1,5,1,-4,2,6,9,-4,0,-4,2,-4,-4,0,1,1,1,3,-4,-4,1,-4,8,1,1,1,1,3,10,2,0,1.28846263885498,1,5,1,-4,-4,4,1,-4,-4,1,1.77964904969252e-43,2,1,-4,10,0.333332985639572,NA,-4,4,0,-4,2,2,-4,1.77964904969252e-43,25,10,1,1,-4,0,-4,-4,-4,1,1,3,2,7,2,1,1,-4,2,10,5,-4,-4,1,1,3,-4,0,0.915000021457672,1.77964904969252e-43,10,-4,0,0,0,0,651,7
"84",1,1,1,1,1,1,1,-4,1,3,1964,1,5,1,3,2,10,7,-4,0,220,1,-4,-4,0,1,1,1,3,-4,-4,1,-4,1,1,1,3,1,3,1,1,0,1,1,3,1,1,-4,2,1,2,-4,1,0,2,-4,2,10,0.219999998807907,10,-4,1,0,-4,2,1,-4,0,-2,1,4,-4,1,0,-4,-4,-4,1,1,3,1,-3,1,1,1,-4,2,1,6,-4,1,1,3,3,1,0,1,0,1,4,1,0,0.333332985639572,0,439,10
"85",-2,2,1,2,2,4,1,-4,1,1,1964,2,5,1,3,4,4,7,-4,0.330000013113022,1230,4,-4,-4,1.77964904969252e-43,-2,1,1,4,-4,-4,3,-4,7,2,1,1,2,2,10,4,0,1,1,2,1,-1,-4,2,2,2,-4,1,0.660000026226044,1,-4,2,8,0.77666699886322,NA,-4,1,1,891034,2,3,-4,0.660000026226044,18,8,-1,-4,1,0,-4,-4,-4,1,1,5,2,-3,-2,1,1,-4,2,6,4,-4,2,1,4,-1,-1,-2,0.915000021457672,1.77964904969252e-43,10,3,0.5,0.330000013113022,0.386667013168335,0.330000013113022,345,9
"86",1,2,1,-1,2,1,1,-4,2,1,1991,1,-1,1,3,4,1,10,-4,0.330000013113022,220,-1,-4,-4,1,1,2,2,1,-4,-4,2,-4,-2,9,0.660000026226044,1,2,0,-1,3,1,1,1,4,3,6,-4,2,4,1,-4,1,1.77964904969252e-43,1,-4,2,9,0.330000013113022,7,-4,1,0,-4,2,-1,-4,1,18,8,4,-4,-1,-1,-4,-4,-4,1,2,-1,2,-3,-1,1,1,-4,-1,-1,4,-4,1,1,-1,-1,1,-4,1,0,-1,4,0,0.330000013113022,0.109999999403954,0,551,-1
"87",2,2,1,4,2,4,-5,-4,1,1,1984,2,4,1,3,4,1,2,-4,0,220,3,-4,-4,0.333332985639572,2,1,1,1,-4,-4,1,-4,2,10,1,3,1,0,6,3,1,0.539138376712799,1,4,3,1,-4,1,1,2,-4,1,0.330000013113022,1,-4,2,8,0.333332985639572,8,-4,1,0,-4,2,4,-4,1,26,6,4,-4,2,0,-4,-4,-4,1,2,4,2,2,4,1,1,-4,1,2,1,-4,2,2,2,2,2,-2,1,0.111111000180244,8,4,0,0.330000013113022,0.109999999403954,0,560,8
"88",-1,2,2,-1,3,2,-3,-4,2,1,1967,-4,4,1,-1,-1,7,7,-4,1.77964904969252e-43,80,-1,-4,-4,0.666666984558105,-1,2,2,-1,-4,-4,2,-4,6,-1,0.660000026226044,-1,1,2,-1,2,0,2.39960932731628,0.660000026226044,-1,-1,-1,156089,-1,-1,2,-4,1,0.330000013113022,2,-4,1,-1,0.546019971370697,NA,-4,-1,0.5,156734,-1,-1,-4,0.330000013113022,13,6,3,-4,2,0,-4,-4,2,-1,6,-4,2,1,-1,0.660000026226044,2,-4,4,9,6,-4,2,2,2,3,-1,0,0.745000004768372,1.77964904969252e-43,-1,-4,0,0.660000026226044,0.330000013113022,0.330000013113022,710,-1
"89",1,2,1,3,2,1,-3,-4,2,1,1952,1,6,1,3,4,5,4,-4,0.660000026226044,790,3,-4,-4,0.666666984558105,1,1,2,4,-4,-4,1,-4,5,3,1,1,1,3,7,2,2,1,1,4,2,2,-4,4,2,2,-4,1,0.660000026226044,2,-4,2,10,0.773333013057709,8,-4,1,1,-4,2,3,-4,0.660000026226044,22,7,3,-4,3,2,-4,-4,2,1,3,5,1,9,3,1,2,-4,2,9,5,-4,2,2,1,1,2,0,1,0.111111000180244,9,1,0,0.330000013113022,0.219999998807907,0.330000013113022,359,8
"90",1,2,1,2,1,2,1,-4,1,1,1986,1,1,1,2,2,7,-4,-4,0.330000013113022,-4,1,-4,-4,0.666666984558105,3,1,2,1,-4,-4,2,-4,1,6,1,1,1,0,10,2,1,1,1,5,2,1,-4,1,2,2,-4,1,0,1,-4,1,10,0.386667013168335,7,-4,1,0.5,-4,2,1,-4,0,20,7,3,-4,2,2,-4,-4,2,3,1,-1,1,1,-1,1,1,-4,2,-1,7,-4,2,1,1,2,1,0,1,0,1,4,0.5,0,0.27666699886322,0.330000013113022,750,10
"91",1,2,2,2,1,2,-3,-4,1,1,1951,1,3,1,2,3,7,7,-4,0.660000026226044,101,3,-4,-4,0.666666984558105,3,1,1,1,-4,-4,1,-4,3,1,1,3,1,3,10,3,0,1.19338417053223,1,3,3,1,-4,1,2,2,36004,1,0.660000026226044,2,-4,2,9,0.60666698217392,6,-4,1,0.5,-4,2,3,-4,0,16,7,2,-4,1,0,-4,-4,-4,1,2,7,2,1,2,1,1,-4,2,6,10,-4,2,1,2,2,1,-2,1,0,3,3,0,0,0.109999999403954,0.330000013113022,900,7
